nct_id,overall_status,number_of_arms,intervention_count,has_multiple_intervention_types,log_enrollment,log_duration,high_enroll_flag_975,high_enroll_flag_99,has_dmc,has_expanded_access,healthy_volunteers,is_fda_regulated_drug,is_fda_regulated_device,phase_grouped,intervention_grouped,condt_grouped,allocation_grouped,masking_grouped,model_grouped,purpose_grouped,sponsor_grouped,elig_gender_grouped,elig_age_grouped
NCT00819260,0,2.0,1,0,3.4657359027997265,5.823045895483019,0,0,0,0,0.0,-1,-1,not applicable,device,others,randomized,single,parallel,treatment,Multiple,female,adult
NCT05998395,1,1.0,1,0,0.6931471805599453,6.253828811575473,0,0,-1,0,0.0,0,0,1,drug,neurological_disorders,non_randomized,unknown,single_group,treatment,Government,all,mixed
NCT02242539,1,3.0,1,0,6.306275286948016,5.902633333401366,0,0,0,0,1.0,-1,-1,not applicable,behavioral,others,randomized,unknown,parallel,prevention,Other,all,child
NCT03221855,1,2.0,1,0,3.4339872044851463,7.00033446027523,0,0,0,0,1.0,-1,-1,1,drug,others,randomized,quadruple,parallel,treatment,Other,female,adult
NCT03519061,0,1.0,1,0,0.0,3.912023005428146,0,0,1,0,1.0,1,0,2,drug,Multiple,non_randomized,unknown,single_group,treatment,Other,all,adult
NCT00055822,1,2.0,2,1,2.833213344056216,6.595780513961311,0,0,1,0,0.0,-1,-1,1,Multiple,cancers,non_randomized,unknown,single_group,treatment,Multiple,all,adult
NCT05922150,1,4.0,2,1,4.110873864173311,5.5053315359323625,0,0,-1,0,1.0,0,0,not applicable,Multiple,others,randomized,single,parallel,prevention,Other,all,adult
NCT02524418,1,1.0,1,0,4.48863636973214,5.501258210544727,0,0,0,0,0.0,-1,-1,not applicable,procedure,others,non_randomized,unknown,single_group,diagnostic,Other,all,adult
NCT01715038,1,4.0,1,0,8.297045149081827,7.2875606403097235,1,0,0,0,0.0,-1,-1,not applicable,dietary_supplement,others,randomized,single,parallel,prevention,Multiple,all,mixed
NCT02840435,1,2.0,1,0,3.1780538303479458,6.459904454377535,0,0,0,0,0.0,-1,-1,not applicable,behavioral,mental_disorders,randomized,unknown,parallel,treatment,Multiple,all,adult
NCT05877092,1,2.0,1,0,3.218875824868201,5.726847747587197,0,0,0,0,1.0,0,0,not applicable,device,others,randomized,single,parallel,treatment,Other,male,mixed
NCT02032875,1,2.0,1,0,4.762173934797756,6.51025834052315,0,0,0,0,0.0,-1,-1,3,drug,gastrointestinal_disorders,non_randomized,unknown,parallel,treatment,Industry,all,adult
NCT03136497,0,2.0,1,0,2.3978952727983707,7.057897937411856,0,0,1,0,0.0,1,0,1,drug,cancers,non_randomized,unknown,sequential,treatment,Multiple,all,adult
NCT02323828,1,2.0,1,0,2.9444389791664403,5.0238805208462765,0,0,-1,0,1.0,-1,-1,1,dietary_supplement,endocrine/metabolic_disorders,,,,,Other,all,adult
NCT02085213,1,2.0,1,0,7.010311867307229,7.01571242048723,0,0,1,0,0.0,-1,-1,4,drug,others,,,,,Multiple,female,mixed
NCT05901506,1,1.0,1,0,2.70805020110221,5.579729825986222,0,0,0,0,1.0,0,0,not applicable,other,others,non_randomized,unknown,single_group,other,Other,all,adult
NCT01096212,1,2.0,1,0,5.187385805840755,6.304448802421981,0,0,0,0,0.0,-1,-1,4,drug,others,randomized,unknown,parallel,treatment,Multiple,all,adult
NCT00169208,1,1.0,1,0,3.9318256327243257,7.635786861395585,0,0,-1,0,0.0,-1,-1,2,drug,cancers,non_randomized,unknown,single_group,treatment,Other,all,mixed
NCT05552859,0,2.0,1,0,4.143134726391533,5.493061443340548,0,0,-1,0,0.0,1,0,4,drug,Multiple,randomized,unknown,parallel,treatment,Industry,all,adult
NCT05584332,0,2.0,1,0,8.049427057110695,4.653960350157523,0,0,1,0,1.0,0,0,3,biological,Multiple,randomized,double,parallel,prevention,Industry,female,adult
NCT02454114,1,2.0,1,0,3.295836866004329,6.126869184114185,0,0,0,0,0.0,0,0,not applicable,other,Multiple,randomized,unknown,parallel,supportive_care,Multiple,all,adult
NCT01647659,1,2.0,1,0,2.9444389791664403,4.663439094112067,0,0,0,0,0.0,-1,-1,1,drug,cancers,randomized,unknown,crossover,other,Industry,all,adult
NCT03215758,1,2.0,1,0,6.516193076042964,6.456769655572163,0,0,1,0,0.0,1,0,3,drug,respiratory_disorders,randomized,double,parallel,treatment,Industry,all,mixed
NCT00005968,1,2.0,1,0,3.871201010907891,7.027314514039777,0,0,0,0,0.0,-1,-1,2,drug,cancers,unknown,unknown,unknown,treatment,Multiple,all,adult
NCT01445860,1,1.0,1,0,2.70805020110221,3.4657359027997265,0,0,0,0,1.0,-1,-1,1,drug,others,non_randomized,unknown,single_group,research,Industry,all,adult
NCT00679614,1,3.0,1,0,3.828641396489095,7.140453043101158,0,0,0,0,0.0,-1,-1,3,drug,others,randomized,double,parallel,treatment,Other,all,senior
NCT01352611,0,1.0,1,0,0.0,5.3612921657094255,0,0,0,0,0.0,-1,-1,not applicable,drug,mental_disorders,non_randomized,unknown,single_group,treatment,Other,all,mixed
NCT04180904,1,3.0,1,0,4.51085950651685,7.212294468500341,0,0,0,0,0.0,0,0,not applicable,other,musculoskeletal_disorders,randomized,single,parallel,treatment,Other,all,mixed
NCT00440050,1,2.0,1,0,5.998936561946683,6.710523109452428,0,0,1,0,0.0,-1,-1,3,drug,neurological_disorders,randomized,quadruple,parallel,treatment,Multiple,all,adult
NCT01552616,0,2.0,1,0,1.791759469228055,5.905361848054571,0,0,0,0,0.0,-1,-1,not applicable,procedure,others,randomized,single,parallel,prevention,Industry,all,adult
NCT00166868,1,3.0,1,0,3.4339872044851463,8.0507033814703,0,0,-1,0,0.0,-1,-1,not applicable,drug,others,randomized,unknown,parallel,prevention,Other,all,child
NCT00176371,0,2.0,1,0,0.0,6.251903883165888,0,0,-1,0,1.0,-1,-1,not applicable,behavioral,endocrine/metabolic_disorders,non_randomized,unknown,parallel,prevention,Other,all,child
NCT04631588,1,3.0,1,0,5.153291594497779,5.8664680569332965,1,0,1,0,1.0,1,0,1,drug,others,randomized,quadruple,parallel,treatment,Industry,all,adult
NCT01995110,1,2.0,1,0,2.70805020110221,6.884486652042782,0,0,1,0,1.0,-1,-1,not applicable,other,Multiple,randomized,unknown,crossover,research,Other,male,adult
NCT04631809,1,2.0,1,0,5.420534999272286,6.635946555686647,0,0,0,0,0.0,0,0,not applicable,procedure,cardiovascular_diseases,randomized,single,parallel,prevention,Other,all,adult
NCT03402087,1,1.0,1,0,3.4339872044851463,4.343805421853684,0,0,-1,0,1.0,1,0,1,drug,Multiple,non_randomized,unknown,single_group,treatment,Industry,male,adult
NCT04266561,1,1.0,1,0,3.7612001156935615,7.1284959456800365,0,0,0,0,0.0,-1,-1,not applicable,other,gastrointestinal_disorders,non_randomized,unknown,single_group,treatment,Other,all,child
NCT03066362,1,1.0,1,0,4.51085950651685,6.714170529909472,0,0,1,0,0.0,0,0,not applicable,other,Multiple,non_randomized,unknown,single_group,diagnostic,Other,all,adult
NCT01034163,1,2.0,1,0,3.737669618283368,6.55250788703459,0,0,1,0,0.0,-1,-1,3,drug,cancers,randomized,double,parallel,treatment,Industry,all,adult
NCT03300843,0,1.0,1,0,0.6931471805599453,6.261491684321042,0,0,0,-1,0.0,1,0,2,biological,cancers,non_randomized,unknown,single_group,treatment,Government,all,mixed
NCT02394522,0,2.0,1,0,0.0,3.4657359027997265,0,0,1,0,1.0,-1,-1,not applicable,device,infectious_diseases,randomized,quadruple,parallel,prevention,Multiple,all,child
NCT01595516,1,6.0,2,1,3.80666248977032,7.635303886259415,0,0,1,0,1.0,-1,-1,4,Multiple,cardiovascular_diseases,randomized,triple,parallel,other,Multiple,all,adult
NCT01936194,0,3.0,1,0,0.0,6.056784013228625,0,0,0,0,1.0,-1,-1,not applicable,dietary_supplement,dermatological_disorders,randomized,quadruple,parallel,other,Multiple,female,unknown
NCT03300050,1,5.0,1,0,4.189654742026425,6.505784060128229,0,0,1,0,1.0,1,0,1,biological,Multiple,randomized,triple,parallel,prevention,Multiple,all,adult
NCT04426929,1,3.0,1,0,3.828641396489095,6.184148890937483,0,0,1,0,0.0,0,0,not applicable,other,others,randomized,unknown,parallel,treatment,Other,all,adult
NCT00174512,1,2.0,1,0,3.610917912644224,6.126869184114185,0,0,-1,0,0.0,-1,-1,1,drug,cardiovascular_diseases,randomized,unknown,crossover,other,Industry,all,mixed
NCT03649685,1,4.0,1,0,3.9889840465642745,7.552237287560802,0,0,0,0,0.0,0,0,not applicable,device,mental_disorders,randomized,triple,parallel,treatment,Other,all,adult
NCT01112449,1,4.0,2,1,4.875197323201151,7.692569648067906,0,0,1,0,1.0,-1,-1,not applicable,Multiple,mental_disorders,randomized,double,factorial,research,Other,male,mixed
NCT02390245,1,3.0,1,0,6.810142450115136,7.6787889981991535,0,0,1,0,1.0,-1,-1,not applicable,other,Multiple,randomized,single,parallel,other,Multiple,all,adult
NCT04284709,1,2.0,1,0,4.709530201312334,5.123963979403259,0,0,0,0,1.0,0,0,not applicable,other,others,non_randomized,double,parallel,research,Other,all,adult
NCT03162679,1,2.0,1,0,3.80666248977032,6.415096959171596,0,0,-1,0,0.0,0,0,not applicable,behavioral,others,randomized,single,parallel,treatment,Multiple,male,mixed
NCT01456754,1,2.0,1,0,2.4849066497880004,5.817111159963204,0,0,0,0,0.0,-1,-1,not applicable,dietary_supplement,endocrine/metabolic_disorders,randomized,unknown,crossover,prevention,Other,male,mixed
NCT00203203,1,2.0,2,1,3.4339872044851463,7.621195162809845,0,0,1,0,0.0,-1,-1,1,Multiple,cardiovascular_diseases,randomized,single,crossover,treatment,Other,all,mixed
NCT04591977,0,1.0,1,0,3.8501476017100575,6.511745329644728,0,0,0,0,0.0,0,1,not applicable,device,others,non_randomized,unknown,single_group,diagnostic,Other,female,adult
NCT01929655,1,1.0,1,0,3.912023005428146,7.1891677384203225,0,0,0,0,0.0,0,0,2,drug,cancers,non_randomized,unknown,single_group,treatment,Industry,male,adult
NCT01340105,1,2.0,1,0,4.543294782270004,7.834788107388194,0,0,-1,0,0.0,-1,-1,not applicable,procedure,cancers,randomized,unknown,parallel,treatment,Other,all,adult
NCT00334880,1,2.0,1,0,6.042632833682381,5.220355825078324,0,0,0,0,0.0,-1,-1,3,drug,Multiple,randomized,double,parallel,treatment,Industry,all,adult
NCT04037709,1,2.0,1,0,3.044522437723423,6.198478716492308,0,0,1,0,1.0,0,0,not applicable,procedure,Multiple,randomized,double,parallel,treatment,Other,all,mixed
NCT02352844,1,1.0,1,0,2.5649493574615367,6.520621127558696,0,0,1,0,0.0,1,0,2,drug,cancers,non_randomized,unknown,single_group,treatment,Other,all,adult
NCT05584254,1,3.0,1,0,3.784189633918261,6.765038976780541,0,0,0,0,1.0,0,0,not applicable,dietary_supplement,Multiple,randomized,triple,crossover,treatment,Multiple,all,mixed
NCT02177903,1,2.0,1,0,5.3981627015177525,6.124683390894205,0,0,1,0,0.0,-1,-1,not applicable,device,others,randomized,single,parallel,prevention,Industry,all,mixed
NCT04084418,0,2.0,1,0,2.19722457733622,5.081404364984463,0,0,-1,0,0.0,0,0,not applicable,other,endocrine/metabolic_disorders,randomized,unknown,crossover,treatment,Other,all,adult
NCT01232712,1,1.0,1,0,2.772588722239781,6.881411303642535,0,0,0,0,0.0,-1,-1,1,biological,cancers,non_randomized,unknown,single_group,treatment,Industry,all,adult
NCT00409682,1,3.0,1,0,5.262690188904886,7.027314514039777,0,0,1,0,0.0,-1,-1,3,biological,gastrointestinal_disorders,randomized,quadruple,parallel,treatment,Industry,all,child
NCT02564172,1,2.0,2,1,3.7612001156935615,7.984121958702927,0,0,1,0,0.0,-1,-1,not applicable,Multiple,others,randomized,unknown,parallel,treatment,Other,all,adult
NCT05825222,1,3.0,1,0,5.062595033026967,5.579729825986222,0,0,0,0,0.0,0,0,not applicable,dietary_supplement,musculoskeletal_disorders,randomized,triple,parallel,other,Industry,all,adult
NCT00185042,1,2.0,1,0,6.282266746896006,6.881411303642535,1,0,-1,0,0.0,-1,-1,2,drug,cardiovascular_diseases,randomized,triple,parallel,treatment,Industry,all,adult
NCT03501290,1,1.0,1,0,4.143134726391533,7.1770187659099,0,0,0,0,0.0,0,0,not applicable,dietary_supplement,others,non_randomized,unknown,single_group,other,Multiple,all,adult
NCT02304432,1,3.0,1,0,1.0986122886681098,6.513230110912307,0,0,0,0,0.0,0,0,1,drug,mental_disorders,randomized,quadruple,crossover,treatment,Other,all,adult
NCT03993314,0,2.0,1,0,2.772588722239781,6.171700597410915,0,0,-1,0,1.0,1,0,2,drug,reproductive_health,randomized,double,parallel,treatment,Other,female,adult
NCT06451848,1,2.0,1,0,5.187385805840755,5.303304908059076,1,0,0,0,1.0,0,0,1,drug,musculoskeletal_disorders,randomized,double,parallel,other,Industry,male,adult
NCT04805775,1,2.0,1,0,4.77912349311153,6.226536669287466,0,0,0,0,1.0,0,0,not applicable,drug,Multiple,randomized,triple,parallel,prevention,Other,female,mixed
NCT00118573,0,2.0,1,0,5.8888779583328805,8.465689348549121,0,0,1,0,0.0,-1,-1,4,procedure,cardiovascular_diseases,randomized,unknown,factorial,treatment,Multiple,all,mixed
NCT03923621,1,2.0,1,0,3.688879454113936,6.956545443151569,0,0,0,0,1.0,-1,-1,not applicable,procedure,others,randomized,single,parallel,treatment,Other,all,mixed
NCT01038297,1,2.0,1,0,3.4339872044851463,5.389071729816501,0,0,0,0,1.0,1,0,2,drug,others,randomized,double,parallel,treatment,Industry,female,adult
NCT03796676,1,3.0,1,0,5.662960480135946,6.030685260261263,0,0,1,0,0.0,1,0,3,drug,dermatological_disorders,randomized,quadruple,parallel,treatment,Industry,all,child
NCT02591420,1,3.0,2,1,3.218875824868201,7.491645473605133,0,0,1,0,0.0,-1,-1,1,Multiple,infectious_diseases,randomized,quadruple,parallel,treatment,Government,all,adult
NCT06292546,1,4.0,1,0,4.290459441148391,5.978885764901122,0,0,0,0,0.0,0,0,not applicable,drug,Multiple,randomized,unknown,parallel,treatment,Other,all,adult
NCT06631248,1,2.0,1,0,3.737669618283368,5.081404364984463,0,0,0,0,1.0,0,0,not applicable,other,others,non_randomized,unknown,parallel,other,Other,all,child
NCT05753410,1,1.0,1,0,3.49650756146648,6.511745329644728,0,0,0,0,0.0,0,0,not applicable,behavioral,Multiple,non_randomized,unknown,single_group,treatment,Other,all,adult
NCT00480480,1,2.0,1,0,4.976733742420574,5.981414211254481,0,0,0,0,1.0,-1,-1,not applicable,behavioral,Multiple,randomized,unknown,parallel,treatment,Other,all,mixed
NCT01281007,1,2.0,1,0,5.017279836814924,6.881411303642535,0,0,1,0,0.0,-1,-1,3,drug,others,randomized,unknown,parallel,treatment,Industry,all,adult
NCT00214318,1,2.0,1,0,3.258096538021482,6.635946555686647,0,0,0,0,0.0,-1,-1,not applicable,drug,cardiovascular_diseases,randomized,double,parallel,treatment,Other,all,adult
NCT04673370,1,2.0,1,0,4.0943445622221,7.474204806496124,0,0,-1,0,0.0,0,0,not applicable,behavioral,mental_disorders,non_randomized,single,parallel,treatment,Other,all,mixed
NCT03605667,1,2.0,1,0,5.860786223465865,7.124478262493424,0,0,1,0,0.0,1,0,2,drug,neurological_disorders,randomized,quadruple,parallel,treatment,Multiple,all,mixed
NCT02327741,1,2.0,1,0,6.918695219020472,6.594413459749778,0,0,0,0,0.0,-1,-1,not applicable,drug,others,randomized,triple,parallel,treatment,Other,all,mixed
NCT02977195,1,1.0,1,0,4.262679877041316,7.594381242551817,0,0,1,0,0.0,-1,-1,1,drug,Multiple,non_randomized,unknown,single_group,treatment,Multiple,female,adult
NCT02391701,1,2.0,1,0,6.580639137284949,6.056784013228625,0,0,0,0,0.0,-1,-1,not applicable,behavioral,Multiple,randomized,unknown,parallel,treatment,Multiple,all,mixed
NCT00228475,1,2.0,1,0,2.19722457733622,5.981414211254481,0,0,-1,0,0.0,-1,-1,4,drug,respiratory_disorders,non_randomized,unknown,single_group,treatment,Industry,female,unknown
NCT02049905,1,2.0,1,0,6.073044534100405,7.104144092987527,0,0,1,0,0.0,-1,-1,3,drug,cancers,randomized,unknown,parallel,treatment,Industry,all,mixed
NCT02714582,1,2.0,1,0,6.621405651764134,6.674561391814426,0,0,0,0,1.0,-1,-1,not applicable,behavioral,others,randomized,unknown,parallel,supportive_care,Other,all,adult
NCT03307967,1,1.0,1,0,3.713572066704308,5.0369526024136295,0,0,0,0,0.0,0,0,not applicable,behavioral,Multiple,non_randomized,unknown,single_group,diagnostic,Multiple,all,mixed
NCT01767480,1,3.0,2,1,3.49650756146648,6.746412128573375,0,0,0,0,1.0,-1,-1,not applicable,Multiple,neurological_disorders,randomized,single,parallel,treatment,Other,all,mixed
NCT02066350,1,1.0,1,0,3.58351893845611,7.028201432058005,0,0,0,0,1.0,-1,-1,not applicable,procedure,Multiple,non_randomized,unknown,single_group,research,Other,all,adult
NCT00951158,0,1.0,2,1,1.6094379124341005,7.080867896690782,0,0,1,0,0.0,-1,-1,1,Multiple,cancers,non_randomized,unknown,single_group,research,Multiple,all,adult
NCT01396811,1,2.0,1,0,5.777652323222656,5.501258210544727,0,0,0,0,0.0,-1,-1,3,drug,others,randomized,quadruple,parallel,treatment,Industry,all,mixed
NCT00797407,1,2.0,1,0,2.5649493574615367,4.812184355372417,0,0,0,0,0.0,-1,-1,not applicable,dietary_supplement,Multiple,non_randomized,unknown,single_group,supportive_care,Other,all,adult
NCT01506544,1,2.0,1,0,3.688879454113936,6.637258031284457,0,0,1,0,0.0,-1,-1,1,drug,others,non_randomized,unknown,crossover,other,Multiple,all,child
NCT03316144,1,3.0,1,0,2.6390573296152584,6.804614520062624,0,0,1,0,0.0,0,0,1,biological,cancers,non_randomized,unknown,parallel,treatment,Other,all,adult
NCT02217943,1,2.0,1,0,4.624972813284271,7.802618063442671,0,0,0,0,0.0,-1,-1,not applicable,procedure,endocrine/metabolic_disorders,non_randomized,unknown,parallel,treatment,Industry,all,adult
NCT00953121,1,3.0,1,0,4.653960350157523,7.105786129481271,0,0,0,0,0.0,-1,-1,2,drug,cancers,non_randomized,unknown,parallel,treatment,Other,all,adult
NCT03672526,0,1.0,1,0,4.663439094112067,6.161207321695077,0,0,0,0,0.0,0,0,not applicable,device,others,non_randomized,unknown,single_group,other,Other,all,child
NCT00753454,1,1.0,1,0,5.1298987149230735,6.880384082186005,0,0,0,1,0.0,-1,-1,3,drug,musculoskeletal_disorders,non_randomized,unknown,single_group,treatment,Industry,all,adult
NCT01924299,1,2.0,1,0,3.610917912644224,4.532599493153256,0,0,0,0,1.0,-1,-1,1,drug,,non_randomized,unknown,parallel,research,Industry,all,adult
NCT01585909,1,3.0,1,0,3.688879454113936,7.329093736246592,0,0,0,0,0.0,-1,-1,not applicable,procedure,Multiple,non_randomized,unknown,single_group,diagnostic,Other,all,mixed
NCT01908829,1,3.0,1,0,7.684783943522785,6.222576268071369,0,0,0,0,0.0,1,0,3,drug,Multiple,randomized,double,parallel,treatment,Industry,all,adult
NCT04591275,1,2.0,1,0,5.631211781821365,7.179307969504034,0,0,0,0,0.0,0,0,3,drug,musculoskeletal_disorders,randomized,quadruple,parallel,treatment,Industry,female,mixed
NCT01456234,0,2.0,1,0,3.8918202981106265,6.306275286948016,0,0,0,0,0.0,-1,-1,4,drug,infectious_diseases,non_randomized,unknown,parallel,research,Multiple,all,adult
NCT06177834,1,2.0,2,1,5.198497031265826,4.290459441148391,0,0,-1,0,0.0,0,0,not applicable,Multiple,others,,,,,Other,male,adult
NCT01504464,1,2.0,1,0,3.713572066704308,6.999422467507961,0,0,1,0,0.0,-1,-1,2,biological,musculoskeletal_disorders,randomized,triple,parallel,treatment,Government,all,adult
NCT02156349,1,2.0,1,0,6.326149473155099,6.968850378341948,0,0,-1,0,0.0,-1,-1,not applicable,device,endocrine/metabolic_disorders,randomized,unknown,parallel,diagnostic,Industry,all,adult
NCT04334616,1,2.0,1,0,4.709530201312334,5.937536205082426,0,0,1,-1,1.0,0,1,not applicable,device,others,randomized,double,parallel,prevention,Other,all,adult
NCT00002752,1,2.0,1,0,3.4339872044851463,8.738414897167749,0,0,-1,0,0.0,-1,-1,1,radiation,cancers,unknown,unknown,unknown,treatment,Other,all,mixed
NCT00301899,1,2.0,1,0,3.6375861597263857,6.507277712385012,0,0,-1,-1,0.0,-1,-1,2,biological,cancers,unknown,unknown,unknown,treatment,Government,all,adult
NCT03490019,0,1.0,1,0,0.0,6.769641976852503,0,0,1,0,0.0,0,0,2,drug,others,non_randomized,unknown,single_group,treatment,Other,all,mixed
NCT02907801,0,1.0,1,0,1.791759469228055,6.089044875446846,0,0,0,0,0.0,-1,-1,not applicable,behavioral,genetic_disorders,non_randomized,unknown,single_group,treatment,Other,all,child
NCT01331252,1,2.0,1,0,5.303304908059076,6.359573868672378,0,0,0,0,0.0,-1,-1,not applicable,other,infectious_diseases,randomized,single,parallel,supportive_care,Other,all,mixed
NCT02731612,1,2.0,2,1,4.61512051684126,7.9355873855892,0,0,0,0,0.0,1,0,3,Multiple,mental_disorders,randomized,quadruple,parallel,treatment,Other,all,adult
NCT00935389,1,1.0,1,0,3.80666248977032,6.634633357861686,0,0,0,0,0.0,-1,-1,not applicable,drug,Multiple,randomized,unknown,parallel,treatment,Other,all,adult
NCT03023488,1,1.0,2,1,3.8501476017100575,5.720311776607412,0,0,0,0,0.0,-1,-1,not applicable,Multiple,others,non_randomized,unknown,single_group,diagnostic,Other,all,adult
NCT02287506,0,2.0,1,0,3.555348061489413,5.627621113690637,0,0,0,0,1.0,-1,-1,not applicable,other,endocrine/metabolic_disorders,,,,,Other,all,adult
NCT00336245,1,2.0,2,1,6.398594934535208,7.105786129481271,0,0,-1,0,0.0,-1,-1,3,Multiple,Multiple,,,,,Multiple,female,mixed
NCT00569972,1,5.0,1,0,6.52649485957079,6.129050210060545,1,0,0,0,1.0,-1,-1,2,drug,mental_disorders,randomized,double,parallel,treatment,Industry,all,adult
NCT02926326,1,1.0,1,0,2.833213344056216,3.4339872044851463,0,0,0,0,1.0,-1,-1,1,drug,others,non_randomized,unknown,single_group,treatment,Industry,male,adult
NCT00060814,1,1.0,1,0,3.367295829986474,5.214935757608986,0,0,0,0,0.0,-1,-1,2,other,mental_disorders,non_randomized,unknown,single_group,treatment,Government,all,mixed
NCT00956514,1,1.0,1,0,3.9318256327243257,6.71295620067707,0,0,0,0,0.0,-1,-1,4,device,mental_disorders,non_randomized,unknown,single_group,treatment,Other,all,adult
NCT05690698,1,2.0,1,0,4.61512051684126,4.584967478670572,0,0,0,0,0.0,0,0,3,drug,mental_disorders,randomized,double,parallel,treatment,Other,all,mixed
NCT06898463,1,3.0,1,0,5.214935757608986,6.720220155135295,0,0,0,0,0.0,0,0,4,drug,others,randomized,double,factorial,prevention,Multiple,all,adult
NCT05956314,1,2.0,2,1,2.9444389791664403,6.418364935936212,0,0,1,0,0.0,0,0,1,Multiple,Multiple,non_randomized,unknown,sequential,treatment,Other,all,mixed
NCT04703803,1,2.0,1,0,3.4339872044851463,6.459904454377535,0,0,0,0,0.0,0,0,3,combination_product,Multiple,randomized,single,parallel,treatment,Other,all,adult
NCT06103799,1,2.0,1,0,3.49650756146648,5.60947179518496,0,0,1,0,0.0,0,0,not applicable,behavioral,Multiple,randomized,single,parallel,supportive_care,Other,all,unknown
NCT00232219,1,2.0,1,0,5.303304908059076,8.28349412616251,0,0,-1,0,1.0,-1,-1,4,drug,cardiovascular_diseases,randomized,unknown,parallel,treatment,Other,all,mixed
NCT03388450,1,2.0,1,0,4.709530201312334,6.957497370876951,0,0,0,0,0.0,0,0,not applicable,drug,infectious_diseases,randomized,quadruple,crossover,other,Other,all,mixed
NCT00454324,0,2.0,1,0,3.4339872044851463,8.06054004653864,0,0,1,0,0.0,-1,-1,2,drug,cancers,,,,,Multiple,all,adult
NCT05341778,1,2.0,2,1,4.262679877041316,6.961296045910167,0,0,0,0,0.0,0,0,not applicable,Multiple,renal/urological_disorders,randomized,single,parallel,treatment,Other,female,adult
NCT03223623,1,2.0,1,0,3.49650756146648,7.389563953677635,0,0,-1,0,1.0,0,0,not applicable,device,others,non_randomized,unknown,parallel,research,Government,all,mixed
NCT01297153,1,2.0,1,0,4.61512051684126,7.980365765111246,0,0,1,0,0.0,-1,-1,4,device,genetic_disorders,randomized,unknown,parallel,treatment,Other,all,child
NCT00449618,0,4.0,3,1,3.1780538303479458,6.55250788703459,0,0,1,0,1.0,-1,-1,4,Multiple,Multiple,randomized,triple,crossover,treatment,Multiple,all,adult
NCT00271024,1,4.0,1,0,5.811140992976701,7.347299700743164,0,0,0,0,1.0,-1,-1,2,drug,others,randomized,triple,parallel,treatment,Multiple,all,adult
NCT01796561,1,2.0,1,0,4.110873864173311,5.493061443340548,0,0,1,0,1.0,-1,-1,not applicable,dietary_supplement,cardiovascular_diseases,randomized,quadruple,crossover,prevention,Other,male,adult
NCT01121510,0,2.0,1,0,3.9318256327243257,5.902633333401366,0,0,1,0,1.0,-1,-1,1,device,others,non_randomized,unknown,single_group,supportive_care,Multiple,all,mixed
NCT00685022,1,2.0,1,0,3.912023005428146,4.127134385045092,0,0,0,0,0.0,-1,-1,2,drug,respiratory_disorders,randomized,double,crossover,treatment,Industry,all,mixed
NCT04940741,1,2.0,2,1,6.710523109452428,6.901737206656574,0,0,-1,0,0.0,0,0,3,Multiple,musculoskeletal_disorders,randomized,quadruple,parallel,treatment,Industry,all,adult
NCT00049231,1,2.0,3,1,4.007333185232471,6.675823221634848,0,0,-1,0,0.0,-1,-1,not applicable,Multiple,cancers,unknown,unknown,unknown,diagnostic,Multiple,female,adult
NCT00418821,0,1.0,1,0,1.0986122886681098,8.39931015075952,0,0,0,0,0.0,-1,-1,4,biological,others,non_randomized,unknown,single_group,treatment,Industry,female,unknown
NCT03583944,1,1.0,1,0,5.303304908059076,6.126869184114185,0,0,0,0,0.0,0,0,4,drug,cancers,non_randomized,unknown,single_group,treatment,Industry,female,adult
NCT02673905,1,2.0,1,0,4.691347882229144,7.691200097522863,0,0,0,0,0.0,-1,-1,not applicable,other,others,randomized,unknown,parallel,treatment,Multiple,all,adult
NCT01064687,1,4.0,1,0,6.88653164253051,6.710523109452428,0,0,0,0,0.0,-1,-1,3,drug,endocrine/metabolic_disorders,randomized,quadruple,parallel,treatment,Industry,all,adult
NCT04086017,0,2.0,1,0,0.0,5.814130531825066,0,0,1,0,1.0,0,0,not applicable,other,Multiple,randomized,unknown,parallel,supportive_care,Other,all,adult
NCT05493579,1,1.0,1,0,2.3978952727983707,5.613128106388071,0,0,1,0,1.0,0,0,not applicable,other,others,non_randomized,unknown,single_group,treatment,Other,all,mixed
NCT03544320,1,2.0,1,0,5.231108616854587,5.963579343618446,0,0,0,0,0.0,0,0,not applicable,device,endocrine/metabolic_disorders,randomized,double,parallel,research,Other,all,adult
NCT01479881,1,4.0,1,0,3.4011973816621555,4.127134385045092,0,0,0,0,1.0,-1,-1,1,drug,gastrointestinal_disorders,randomized,unknown,crossover,treatment,Industry,all,adult
NCT03106116,1,2.0,2,1,5.017279836814924,6.61472560020376,0,0,1,0,0.0,0,0,not applicable,Multiple,cardiovascular_diseases,randomized,single,parallel,treatment,Other,all,mixed
NCT04936503,1,1.0,4,1,6.892641641172089,5.552959584921617,0,0,0,0,1.0,0,0,not applicable,Multiple,Multiple,non_randomized,unknown,single_group,prevention,Other,all,adult
NCT03628456,1,1.0,1,0,2.3978952727983707,5.680172609017068,0,0,0,0,1.0,0,1,not applicable,device,respiratory_disorders,non_randomized,unknown,single_group,treatment,Industry,all,adult
NCT06017401,1,2.0,1,0,4.23410650459726,5.648974238161206,0,0,0,0,0.0,0,0,not applicable,procedure,Multiple,randomized,double,parallel,supportive_care,Other,female,adult
